"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Data Item","Domain","Domain Category","Value","CV (%)"
"2268","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","3.6",NA
"2269","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","7.6",NA
"2270","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (POTASH)","3.6",NA
"2271","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","FERTILIZER","FERTILIZER: (SULFUR)","(D)",NA
"2272","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","3",NA
"2273","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFAC F727 = 16489)","(D)",NA
"2274","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","(D)",NA
"2275","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","96",NA
"2276","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","(D)",NA
"2277","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","(D)",NA
"2278","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)",NA
"2279","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","(D)",NA
"2280","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","(D)",NA
"2281","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","91",NA
"2282","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","(D)",NA
"2283","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","(D)",NA
"2284","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","(D)",NA
"2285","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","91",NA
"2286","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","(D)",NA
"2287","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","(D)",NA
"2288","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","(D)",NA
"2289","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","(D)",NA
"2290","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)",NA
"2291","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","(D)",NA
"2292","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","(D)",NA
"2293","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA
"2294","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","(D)",NA
"2295","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","(D)",NA
"2296","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)","(D)",NA
"2297","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","(D)",NA
"2298","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","(D)",NA
"2299","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","(D)",NA
"2300","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","(D)",NA
"2301","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","(D)",NA
"2302","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","63",NA
"2303","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","100",NA
"2304","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","(D)",NA
"2305","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","(D)",NA
"2306","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","(D)",NA
"2307","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","(D)",NA
"2308","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)",NA
"2309","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)",NA
"2310","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","26",NA
"2311","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","14",NA
"2312","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","20",NA
"2313","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","(D)",NA
"2314","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","6",NA
"2315","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(D)",NA
"2316","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","42",NA
"2317","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","(D)",NA
"2318","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","(D)",NA
"2319","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","(D)",NA
"2320","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","(D)",NA
"2321","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","(D)",NA
"2322","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","(D)",NA
"2323","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","(D)",NA
"2324","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","(D)",NA
"2325","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","(D)",NA
"2326","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","(D)",NA
"2327","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","59",NA
"2328","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","(D)",NA
"2329","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","(D)",NA
"2330","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","(D)",NA
"2331","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","(D)",NA
"2332","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","(D)",NA
"2333","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","42",NA
"2334","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","65",NA
"2335","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","(D)",NA
"2336","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","(D)",NA
"2337","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","(D)",NA
"2338","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","(D)",NA
"2339","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)","(D)",NA
"2340","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","22",NA
"2341","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","56",NA
"2342","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","15",NA
"2343","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (POTASH)","57",NA
"2344","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","FERTILIZER","FERTILIZER: (SULFUR)","(D)",NA
"2345","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)",NA
"2346","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2347","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8,800",NA
"2348","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","(D)",NA
"2349","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2350","SURVEY",2023,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","2,951,200",NA
"2351","SURVEY",2023,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,173,579,000",NA
"2352","SURVEY",2023,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","22,382,200",NA
"2353","SURVEY",2023,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",NA
"2354","SURVEY",2023,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","225,364,000",NA
"2355","SURVEY",2023,"YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,144,400",NA
"2356","SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","114",NA
"2357","SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","135",NA
"2358","SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","27.1",NA
"2359","SURVEY",2022,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","108",NA
"2360","SURVEY",2022,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2361","SURVEY",2022,"MARKETING YEAR","STATE","CALIFORNIA","06",NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2362","SURVEY",2022,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","169",NA
"2363","SURVEY",2022,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2364","SURVEY",2022,"MARKETING YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","(D)",NA
"2365","SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",NA
"2366","SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","135",NA
"2367","SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",NA,NA,NA,NA,NA,"STRAWBERRIES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","27.1",NA
"2368","SURVEY",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","56,300",NA
"2369","SURVEY",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES - ACRES PLANTED","TOTAL","NOT SPECIFIED","56,400",NA
"2370","SURVEY",2022,"YEAR","NATIONAL","US TOTAL",NA,NA,NA,NA,NA,"STRAWBERRIES - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","3,259,100,000",NA
